dataset	sample	filtered	field	bytes	elements
500k_heart	ENCSR277LDY	FALSE	start	77143372	68633115
500k_heart	ENCSR280RVT	FALSE	cell	525677780	221002423
500k_heart	ENCSR280RVT	FALSE	end	271781204	221002423
500k_heart	ENCSR280RVT	FALSE	end_max	6906336	221002423
500k_heart	ENCSR280RVT	FALSE	metadata	11290160	221002423
500k_heart	ENCSR280RVT	FALSE	start	186768388	221002423
500k_heart	ENCSR288RQI	FALSE	cell	381751768	157731165
500k_heart	ENCSR288RQI	FALSE	end	196840072	157731165
500k_heart	ENCSR288RQI	FALSE	end_max	4929108	157731165
500k_heart	ENCSR288RQI	FALSE	metadata	11544605	157731165
500k_heart	ENCSR288RQI	FALSE	start	152681692	157731165
500k_heart	ENCSR299NEP	FALSE	cell	479304708	205094554
500k_heart	ENCSR299NEP	FALSE	end	259925828	205094554
500k_heart	ENCSR299NEP	FALSE	end_max	6409216	205094554
500k_heart	ENCSR299NEP	FALSE	metadata	10641151	205094554
500k_heart	ENCSR299NEP	FALSE	start	177978436	205094554
500k_heart	ENCSR305KUV	FALSE	cell	376909828	161087715
500k_heart	ENCSR305KUV	FALSE	end	200190068	161087715
500k_heart	ENCSR305KUV	FALSE	end_max	5034000	161087715
500k_heart	ENCSR305KUV	FALSE	metadata	10124644	161087715
500k_heart	ENCSR305KUV	FALSE	start	134450564	161087715
500k_heart	ENCSR318ERF	FALSE	cell	435473528	186354531
500k_heart	ENCSR318ERF	FALSE	end	235446808	186354531
500k_heart	ENCSR318ERF	FALSE	end_max	5823588	186354531
500k_heart	ENCSR318ERF	FALSE	metadata	10484838	186354531
500k_heart	ENCSR318ERF	FALSE	start	156189068	186354531
500k_heart	ENCSR320QOP	FALSE	cell	646524712	274594072
500k_heart	ENCSR320QOP	FALSE	end	342402360	274594072
500k_heart	ENCSR320QOP	FALSE	end_max	8581076	274594072
500k_heart	ENCSR320QOP	FALSE	metadata	11275656	274594072
500k_heart	ENCSR320QOP	FALSE	start	212317788	274594072
500k_heart	ENCSR321AHR	FALSE	cell	225754472	99840769
500k_heart	ENCSR321AHR	FALSE	end	119293976	99840769
500k_heart	ENCSR321AHR	FALSE	end_max	3120036	99840769
500k_heart	ENCSR321AHR	FALSE	metadata	7451430	99840769
500k_heart	ENCSR321AHR	FALSE	start	93184044	99840769
500k_heart	ENCSR406CJH	FALSE	cell	680720572	291477500
500k_heart	ENCSR406CJH	FALSE	end	366732908	291477500
500k_heart	ENCSR406CJH	FALSE	end_max	9108680	291477500
500k_heart	ENCSR406CJH	FALSE	metadata	11049106	291477500
500k_heart	ENCSR406CJH	FALSE	start	220582324	291477500
500k_heart	ENCSR409QLZ	FALSE	cell	338565180	149065204
500k_heart	ENCSR409QLZ	FALSE	end	179682268	149065204
500k_heart	ENCSR409QLZ	FALSE	end_max	4658296	149065204
500k_heart	ENCSR409QLZ	FALSE	metadata	8598041	149065204
500k_heart	ENCSR409QLZ	FALSE	start	138199332	149065204
500k_heart	ENCSR412VTJ	FALSE	cell	750390072	319070528
500k_heart	ENCSR412VTJ	FALSE	end	399358328	319070528
500k_heart	ENCSR412VTJ	FALSE	end_max	9970964	319070528
500k_heart	ENCSR412VTJ	FALSE	metadata	11246863	319070528
500k_heart	ENCSR412VTJ	FALSE	start	251508492	319070528
500k_heart	ENCSR425CZQ	FALSE	cell	454334772	192686309
500k_heart	ENCSR425CZQ	FALSE	end	244229796	192686309
500k_heart	ENCSR425CZQ	FALSE	end_max	6021456	192686309
500k_heart	ENCSR425CZQ	FALSE	metadata	10656557	192686309
500k_heart	ENCSR425CZQ	FALSE	start	166824132	192686309
500k_heart	ENCSR435CGY	FALSE	cell	352573392	150631552
500k_heart	ENCSR435CGY	FALSE	end	190201568	150631552
500k_heart	ENCSR435CGY	FALSE	end_max	4707244	150631552
500k_heart	ENCSR435CGY	FALSE	metadata	10321824	150631552
500k_heart	ENCSR435CGY	FALSE	start	137581372	150631552
500k_heart	ENCSR442RZO	FALSE	cell	336953468	141320585
500k_heart	ENCSR442RZO	FALSE	end	179530684	141320585
500k_heart	ENCSR442RZO	FALSE	end_max	4416280	141320585
500k_heart	ENCSR442RZO	FALSE	metadata	10777362	141320585
500k_heart	ENCSR442RZO	FALSE	start	130378564	141320585
500k_heart	ENCSR450VTB	FALSE	cell	523851768	224536331
500k_heart	ENCSR450VTB	FALSE	end	270241000	224536331
500k_heart	ENCSR450VTB	FALSE	end_max	7016772	224536331
500k_heart	ENCSR450VTB	FALSE	metadata	10199780	224536331
500k_heart	ENCSR450VTB	FALSE	start	177802540	224536331
500k_heart	ENCSR454YDZ	FALSE	cell	456235092	192910520
500k_heart	ENCSR454YDZ	FALSE	end	239913060	192910520
500k_heart	ENCSR454YDZ	FALSE	end_max	6028464	192910520
500k_heart	ENCSR454YDZ	FALSE	metadata	10922585	192910520
500k_heart	ENCSR454YDZ	FALSE	start	174344804	192910520
500k_heart	ENCSR486KVX	FALSE	cell	126997288	56004921
500k_heart	ENCSR486KVX	FALSE	end	68828520	56004921
500k_heart	ENCSR486KVX	FALSE	end_max	1750164	56004921
500k_heart	ENCSR486KVX	FALSE	metadata	6198231	56004921
500k_heart	ENCSR486KVX	FALSE	start	65579356	56004921
500k_heart	ENCSR491LSZ	FALSE	cell	418351408	178993217
500k_heart	ENCSR491LSZ	FALSE	end	225791440	178993217
500k_heart	ENCSR491LSZ	FALSE	end_max	5593548	178993217
500k_heart	ENCSR491LSZ	FALSE	metadata	10334546	178993217
500k_heart	ENCSR491LSZ	FALSE	start	157412860	178993217
500k_heart	ENCSR494FFG	FALSE	cell	196697648	84306033
500k_heart	ENCSR494FFG	FALSE	end	103726272	84306033
500k_heart	ENCSR494FFG	FALSE	end_max	2634572	84306033
500k_heart	ENCSR494FFG	FALSE	metadata	8839090	84306033
500k_heart	ENCSR494FFG	FALSE	start	79466572	84306033
500k_heart	ENCSR495SMB	FALSE	cell	585592056	251958627
500k_heart	ENCSR495SMB	FALSE	end	304844552	251958627
500k_heart	ENCSR495SMB	FALSE	end_max	7873716	251958627
500k_heart	ENCSR495SMB	FALSE	metadata	10270668	251958627
500k_heart	ENCSR495SMB	FALSE	start	212126940	251958627
500k_heart	ENCSR499VTJ	FALSE	cell	390483488	166191154
500k_heart	ENCSR499VTJ	FALSE	end	206933104	166191154
500k_heart	ENCSR499VTJ	FALSE	end_max	5193484	166191154
500k_heart	ENCSR499VTJ	FALSE	metadata	10757081	166191154
500k_heart	ENCSR499VTJ	FALSE	start	158888716	166191154
500k_heart	ENCSR506ROZ	FALSE	cell	310576404	133374677
500k_heart	ENCSR506ROZ	FALSE	end	165628564	133374677
500k_heart	ENCSR506ROZ	FALSE	end_max	4167968	133374677
500k_heart	ENCSR506ROZ	FALSE	metadata	9725263	133374677
500k_heart	ENCSR506ROZ	FALSE	start	128849588	133374677
500k_heart	ENCSR511VYN	FALSE	cell	181239116	79925153
500k_heart	ENCSR511VYN	FALSE	end	99476108	79925153
500k_heart	ENCSR511VYN	FALSE	end_max	2497672	79925153
500k_heart	ENCSR511VYN	FALSE	metadata	6860360	79925153
500k_heart	ENCSR511VYN	FALSE	start	77077428	79925153
500k_heart	ENCSR517QNQ	FALSE	cell	635693432	262763890
500k_heart	ENCSR517QNQ	FALSE	end	325757016	262763890
500k_heart	ENCSR517QNQ	FALSE	end_max	8211380	262763890
500k_heart	ENCSR517QNQ	FALSE	metadata	12036425	262763890
500k_heart	ENCSR517QNQ	FALSE	start	216281228	262763890
500k_heart	ENCSR520ZUD	FALSE	cell	554569628	231430628
500k_heart	ENCSR520ZUD	FALSE	end	291355900	231430628
500k_heart	ENCSR520ZUD	FALSE	end_max	7232216	231430628
500k_heart	ENCSR520ZUD	FALSE	metadata	11687500	231430628
500k_heart	ENCSR520ZUD	FALSE	start	208627508	231430628
500k_heart	ENCSR531ZKI	FALSE	cell	619379432	262128415
500k_heart	ENCSR531ZKI	FALSE	end	323525320	262128415
500k_heart	ENCSR531ZKI	FALSE	end_max	8191524	262128415
500k_heart	ENCSR531ZKI	FALSE	metadata	11244552	262128415
500k_heart	ENCSR531ZKI	FALSE	start	199818028	262128415
500k_heart	ENCSR534KYJ	FALSE	cell	771775372	321814507
500k_heart	ENCSR534KYJ	FALSE	end	402871020	321814507
500k_heart	ENCSR534KYJ	FALSE	end_max	10056712	321814507
500k_heart	ENCSR534KYJ	FALSE	metadata	12139357	321814507
500k_heart	ENCSR534KYJ	FALSE	start	253481588	321814507
500k_heart	ENCSR541CKC	FALSE	cell	449292832	189526083
500k_heart	ENCSR541CKC	FALSE	end	240780816	189526083
500k_heart	ENCSR541CKC	FALSE	end_max	5922700	189526083
500k_heart	ENCSR541CKC	FALSE	metadata	11212561	189526083
500k_heart	ENCSR541CKC	FALSE	start	158343724	189526083
500k_heart	ENCSR546WZB	FALSE	cell	124683004	54970799
500k_heart	ENCSR546WZB	FALSE	end	66186028	54970799
500k_heart	ENCSR546WZB	FALSE	end_max	1717848	54970799
500k_heart	ENCSR546WZB	FALSE	metadata	6066681	54970799
500k_heart	ENCSR546WZB	FALSE	start	54454964	54970799
500k_heart	ENCSR548IRG	FALSE	cell	458977716	195942133
500k_heart	ENCSR548IRG	FALSE	end	246641908	195942133
500k_heart	ENCSR548IRG	FALSE	end_max	6123200	195942133
500k_heart	ENCSR548IRG	FALSE	metadata	10677120	195942133
500k_heart	ENCSR548IRG	FALSE	start	180381972	195942133
500k_heart	ENCSR556UHL	FALSE	cell	336619660	140953011
500k_heart	ENCSR556UHL	FALSE	end	179024812	140953011
500k_heart	ENCSR556UHL	FALSE	end_max	4404792	140953011
500k_heart	ENCSR556UHL	FALSE	metadata	10924191	140953011
500k_heart	ENCSR556UHL	FALSE	start	131217396	140953011
500k_heart	ENCSR579TPC	FALSE	cell	478616840	199775091
500k_heart	ENCSR579TPC	FALSE	end	252441368	199775091
500k_heart	ENCSR579TPC	FALSE	end_max	6242980	199775091
500k_heart	ENCSR579TPC	FALSE	metadata	11341785	199775091
500k_heart	ENCSR579TPC	FALSE	start	180077084	199775091
500k_heart	ENCSR588PEE	FALSE	cell	400833964	172262870
500k_heart	ENCSR588PEE	FALSE	end	213695196	172262870
500k_heart	ENCSR588PEE	FALSE	end_max	5383224	172262870
500k_heart	ENCSR588PEE	FALSE	metadata	10246715	172262870
500k_heart	ENCSR588PEE	FALSE	start	155415860	172262870
500k_heart	ENCSR594WKI	FALSE	cell	300674388	129202408
500k_heart	ENCSR594WKI	FALSE	end	158816084	129202408
500k_heart	ENCSR594WKI	FALSE	end_max	4037584	129202408
500k_heart	ENCSR594WKI	FALSE	metadata	9681064	129202408
500k_heart	ENCSR594WKI	FALSE	start	114889428	129202408
500k_heart	ENCSR604PDO	FALSE	cell	281844584	118123269
500k_heart	ENCSR604PDO	FALSE	end	152568472	118123269
500k_heart	ENCSR604PDO	FALSE	end_max	3691364	118123269
500k_heart	ENCSR604PDO	FALSE	metadata	10461878	118123269
500k_heart	ENCSR604PDO	FALSE	start	121332972	118123269
500k_heart	ENCSR607OJR	FALSE	cell	133244848	58832939
500k_heart	ENCSR607OJR	FALSE	end	72219056	58832939
500k_heart	ENCSR607OJR	FALSE	end_max	1838540	58832939
500k_heart	ENCSR607OJR	FALSE	metadata	6391938	58832939
500k_heart	ENCSR607OJR	FALSE	start	67671324	58832939
500k_heart	ENCSR615TSN	FALSE	cell	351931020	145550836
500k_heart	ENCSR615TSN	FALSE	end	184061100	145550836
500k_heart	ENCSR615TSN	FALSE	end_max	4548472	145550836
500k_heart	ENCSR615TSN	FALSE	metadata	11395121	145550836
500k_heart	ENCSR615TSN	FALSE	start	140147844	145550836
500k_heart	ENCSR617IKC	FALSE	cell	545186460	233420790
500k_heart	ENCSR617IKC	FALSE	end	287244828	233420790
500k_heart	ENCSR617IKC	FALSE	end_max	7294408	233420790
500k_heart	ENCSR617IKC	FALSE	metadata	10184804	233420790
500k_heart	ENCSR617IKC	FALSE	start	179866676	233420790
500k_heart	ENCSR627IOJ	FALSE	cell	466585884	199922084
500k_heart	ENCSR627IOJ	FALSE	end	242982300	199922084
500k_heart	ENCSR627IOJ	FALSE	end_max	6247576	199922084
500k_heart	ENCSR627IOJ	FALSE	metadata	10048103	199922084
500k_heart	ENCSR627IOJ	FALSE	start	165081188	199922084
500k_heart	ENCSR628POB	FALSE	cell	395484124	167790997
500k_heart	ENCSR628POB	FALSE	end	212531132	167790997
500k_heart	ENCSR628POB	FALSE	end_max	5243480	167790997
500k_heart	ENCSR628POB	FALSE	metadata	10615216	167790997
500k_heart	ENCSR628POB	FALSE	start	148709188	167790997
500k_heart	ENCSR642ZIC	FALSE	cell	1155875592	491338527
500k_heart	ENCSR642ZIC	FALSE	end	607862088	491338527
500k_heart	ENCSR642ZIC	FALSE	end_max	15354340	491338527
500k_heart	ENCSR642ZIC	FALSE	metadata	11767069	491338527
500k_heart	ENCSR642ZIC	FALSE	start	350793916	491338527
500k_heart	ENCSR657WLS	FALSE	cell	227350304	98039312
500k_heart	ENCSR657WLS	FALSE	end	122631504	98039312
500k_heart	ENCSR657WLS	FALSE	end_max	3063740	98039312
500k_heart	ENCSR657WLS	FALSE	metadata	8914590	98039312
500k_heart	ENCSR657WLS	FALSE	start	94756268	98039312
500k_heart	ENCSR668XPI	FALSE	cell	405510776	173188356
500k_heart	ENCSR668XPI	FALSE	end	219502088	173188356
500k_heart	ENCSR668XPI	FALSE	end_max	5412148	173188356
500k_heart	ENCSR668XPI	FALSE	metadata	10516002	173188356
500k_heart	ENCSR668XPI	FALSE	start	156303260	173188356
500k_heart	ENCSR681OLJ	FALSE	cell	423230364	181546458
500k_heart	ENCSR681OLJ	FALSE	end	231655916	181546458
500k_heart	ENCSR681OLJ	FALSE	end_max	5673336	181546458
500k_heart	ENCSR681OLJ	FALSE	metadata	10436285	181546458
500k_heart	ENCSR681OLJ	FALSE	start	157744756	181546458
500k_heart	ENCSR686FZG	FALSE	cell	194103044	83574525
500k_heart	ENCSR686FZG	FALSE	end	101743236	83574525
500k_heart	ENCSR686FZG	FALSE	end_max	2611712	83574525
500k_heart	ENCSR686FZG	FALSE	metadata	8591324	83574525
500k_heart	ENCSR686FZG	FALSE	start	79697732	83574525
500k_heart	ENCSR690TAY	FALSE	cell	492304668	208244623
500k_heart	ENCSR690TAY	FALSE	end	268869980	208244623
500k_heart	ENCSR690TAY	FALSE	end_max	6507656	208244623
500k_heart	ENCSR690TAY	FALSE	metadata	11234683	208244623
500k_heart	ENCSR690TAY	FALSE	start	194131860	208244623
500k_heart	ENCSR701JAT	FALSE	cell	85124400	38377597
500k_heart	ENCSR701JAT	FALSE	end	44241440	38377597
500k_heart	ENCSR701JAT	FALSE	end_max	1199308	38377597
500k_heart	ENCSR701JAT	FALSE	metadata	4952101	38377597
500k_heart	ENCSR701JAT	FALSE	start	40956028	38377597
500k_heart	ENCSR702ELN	FALSE	cell	630598144	268818448
500k_heart	ENCSR702ELN	FALSE	end	336866144	268818448
500k_heart	ENCSR702ELN	FALSE	end_max	8400588	268818448
500k_heart	ENCSR702ELN	FALSE	metadata	10417325	268818448
500k_heart	ENCSR702ELN	FALSE	start	225003132	268818448
500k_heart	ENCSR718YPN	FALSE	cell	718395772	305789385
500k_heart	ENCSR718YPN	FALSE	end	381815628	305789385
500k_heart	ENCSR718YPN	FALSE	end_max	9555928	305789385
500k_heart	ENCSR718YPN	FALSE	metadata	11333429	305789385
500k_heart	ENCSR718YPN	FALSE	start	245668884	305789385
500k_heart	ENCSR722PYH	FALSE	cell	331486680	146282837
500k_heart	ENCSR722PYH	FALSE	end	174310504	146282837
500k_heart	ENCSR722PYH	FALSE	end_max	4571348	146282837
500k_heart	ENCSR722PYH	FALSE	metadata	8456940	146282837
500k_heart	ENCSR722PYH	FALSE	start	134976684	146282837
500k_heart	ENCSR750YRO	FALSE	cell	316837400	135830369
500k_heart	ENCSR750YRO	FALSE	end	167357080	135830369
500k_heart	ENCSR750YRO	FALSE	end_max	4244708	135830369
500k_heart	ENCSR750YRO	FALSE	metadata	9633469	135830369
500k_heart	ENCSR750YRO	FALSE	start	130752028	135830369
500k_heart	ENCSR769WLL	FALSE	cell	246580872	108513130
500k_heart	ENCSR769WLL	FALSE	end	130225864	108513130
500k_heart	ENCSR769WLL	FALSE	end_max	3391044	108513130
500k_heart	ENCSR769WLL	FALSE	metadata	7834776	108513130
500k_heart	ENCSR769WLL	FALSE	start	99725164	108513130
500k_heart	ENCSR772BEX	FALSE	cell	527104660	221918423
500k_heart	ENCSR772BEX	FALSE	end	280899764	221918423
500k_heart	ENCSR772BEX	FALSE	end_max	6934960	221918423
500k_heart	ENCSR772BEX	FALSE	metadata	11483030	221918423
500k_heart	ENCSR772BEX	FALSE	start	178797252	221918423
500k_heart	ENCSR777GVP	FALSE	cell	426204540	183023546
500k_heart	ENCSR777GVP	FALSE	end	232831084	183023546
500k_heart	ENCSR777GVP	FALSE	end_max	5719496	183023546
500k_heart	ENCSR777GVP	FALSE	metadata	10396198	183023546
500k_heart	ENCSR777GVP	FALSE	start	164212836	183023546
500k_heart	ENCSR785BSP	FALSE	cell	477481016	203714823
500k_heart	ENCSR785BSP	FALSE	end	259292520	203714823
500k_heart	ENCSR785BSP	FALSE	end_max	6366100	203714823
500k_heart	ENCSR785BSP	FALSE	metadata	10650140	203714823
500k_heart	ENCSR785BSP	FALSE	start	185340604	203714823
500k_heart	ENCSR803QTN	FALSE	cell	753369560	313797892
500k_heart	ENCSR803QTN	FALSE	end	402879768	313797892
500k_heart	ENCSR803QTN	FALSE	end_max	9806196	313797892
500k_heart	ENCSR803QTN	FALSE	metadata	12114691	313797892
500k_heart	ENCSR803QTN	FALSE	start	258236604	313797892
500k_heart	ENCSR814OLA	FALSE	cell	595484024	249431933
500k_heart	ENCSR814OLA	FALSE	end	318735432	249431933
500k_heart	ENCSR814OLA	FALSE	end_max	7794756	249431933
500k_heart	ENCSR814OLA	FALSE	metadata	11687691	249431933
500k_heart	ENCSR814OLA	FALSE	start	211624524	249431933
500k_heart	ENCSR862IWS	FALSE	cell	640747712	278708344
500k_heart	ENCSR862IWS	FALSE	end	346378672	278708344
500k_heart	ENCSR862IWS	FALSE	end_max	8709644	278708344
500k_heart	ENCSR862IWS	FALSE	metadata	9854846	278708344
500k_heart	ENCSR862IWS	FALSE	start	219377292	278708344
500k_heart	ENCSR878VJS	FALSE	cell	283033712	122056267
500k_heart	ENCSR878VJS	FALSE	end	153092448	122056267
500k_heart	ENCSR878VJS	FALSE	end_max	3814268	122056267
500k_heart	ENCSR878VJS	FALSE	metadata	9346758	122056267
500k_heart	ENCSR878VJS	FALSE	start	118665100	122056267
500k_heart	ENCSR886PUY	FALSE	cell	310017680	130737688
500k_heart	ENCSR886PUY	FALSE	end	160718512	130737688
500k_heart	ENCSR886PUY	FALSE	end_max	4085564	130737688
500k_heart	ENCSR886PUY	FALSE	metadata	10455514	130737688
500k_heart	ENCSR886PUY	FALSE	start	130493052	130737688
500k_heart	ENCSR895LPX	FALSE	cell	834539904	343524475
500k_heart	ENCSR895LPX	FALSE	end	436423792	343524475
500k_heart	ENCSR895LPX	FALSE	end_max	10735148	343524475
500k_heart	ENCSR895LPX	FALSE	metadata	12245626	343524475
500k_heart	ENCSR895LPX	FALSE	start	285070380	343524475
500k_heart	ENCSR912XZH	FALSE	cell	942518084	403113144
500k_heart	ENCSR912XZH	FALSE	end	494335236	403113144
500k_heart	ENCSR912XZH	FALSE	end_max	12597296	403113144
500k_heart	ENCSR912XZH	FALSE	metadata	11329709	403113144
500k_heart	ENCSR912XZH	FALSE	start	289189316	403113144
500k_heart	ENCSR913OAS	FALSE	cell	284771948	117629438
500k_heart	ENCSR913OAS	FALSE	end	150155260	117629438
500k_heart	ENCSR913OAS	FALSE	end_max	3675928	117629438
500k_heart	ENCSR913OAS	FALSE	metadata	11253224	117629438
500k_heart	ENCSR913OAS	FALSE	start	113124644	117629438
500k_heart	ENCSR918VTH	FALSE	cell	434690548	184579288
500k_heart	ENCSR918VTH	FALSE	end	232865428	184579288
500k_heart	ENCSR918VTH	FALSE	end_max	5768112	184579288
500k_heart	ENCSR918VTH	FALSE	metadata	10926682	184579288
500k_heart	ENCSR918VTH	FALSE	start	158431380	184579288
500k_heart	ENCSR951AID	FALSE	cell	191869672	82788642
500k_heart	ENCSR951AID	FALSE	end	101086536	82788642
500k_heart	ENCSR951AID	FALSE	end_max	2587156	82788642
500k_heart	ENCSR951AID	FALSE	metadata	8522854	82788642
500k_heart	ENCSR951AID	FALSE	start	77692172	82788642
500k_heart	ENCSR958FFE	FALSE	cell	251305480	108471093
500k_heart	ENCSR958FFE	FALSE	end	133980888	108471093
500k_heart	ENCSR958FFE	FALSE	end_max	3389732	108471093
500k_heart	ENCSR958FFE	FALSE	metadata	9222040	108471093
500k_heart	ENCSR958FFE	FALSE	start	94896892	108471093
500k_heart	ENCSR960IDI	FALSE	cell	612082856	262671135
500k_heart	ENCSR960IDI	FALSE	end	318349672	262671135
500k_heart	ENCSR960IDI	FALSE	end_max	8208484	262671135
500k_heart	ENCSR960IDI	FALSE	metadata	10442619	262671135
500k_heart	ENCSR960IDI	FALSE	start	214809292	262671135
500k_heart	ENCSR987PQH	FALSE	cell	571212484	249054454
500k_heart	ENCSR987PQH	FALSE	end	305057172	249054454
500k_heart	ENCSR987PQH	FALSE	end_max	7782960	249054454
500k_heart	ENCSR987PQH	FALSE	metadata	9635988	249054454
500k_heart	ENCSR987PQH	FALSE	start	206447204	249054454
500k_heart	merged	FALSE	cell	53044493576	16231620137
500k_heart	merged	FALSE	end	20201276088	16231620137
500k_heart	merged	FALSE	end_max	507238140	16231620137
500k_heart	merged	FALSE	metadata	1471882263	16231620137
500k_heart	merged	FALSE	start	5027904156	16231620137
500k_heart	ENCSR003DSI	TRUE	cell	553102456	333949703
500k_heart	ENCSR003DSI	TRUE	end	417706952	333949703
500k_heart	ENCSR003DSI	TRUE	end_max	10435940	333949703
500k_heart	ENCSR003DSI	TRUE	metadata	237098	333949703
500k_heart	ENCSR003DSI	TRUE	start	233947756	333949703
500k_heart	ENCSR020FAW	TRUE	cell	61696180	40292038
500k_heart	ENCSR020FAW	TRUE	end	49963620	40292038
500k_heart	ENCSR020FAW	TRUE	end_max	1259136	40292038
500k_heart	ENCSR020FAW	TRUE	metadata	92997	40292038
500k_heart	ENCSR020FAW	TRUE	start	43825716	40292038
500k_heart	ENCSR033ENA	TRUE	cell	58045340	37909471
500k_heart	ENCSR033ENA	TRUE	end	46978972	37909471
500k_heart	ENCSR033ENA	TRUE	end_max	1184680	37909471
500k_heart	ENCSR033ENA	TRUE	metadata	76235	37909471
500k_heart	ENCSR033ENA	TRUE	start	40683668	37909471
500k_heart	ENCSR051ECW	TRUE	cell	675235184	379081331
500k_heart	ENCSR051ECW	TRUE	end	467827472	379081331
500k_heart	ENCSR051ECW	TRUE	end_max	11846300	379081331
500k_heart	ENCSR051ECW	TRUE	metadata	409996	379081331
500k_heart	ENCSR051ECW	TRUE	start	262323452	379081331
500k_heart	ENCSR061BEN	TRUE	cell	261697728	146923088
500k_heart	ENCSR061BEN	TRUE	end	182937264	146923088
500k_heart	ENCSR061BEN	TRUE	end_max	4591356	146923088
500k_heart	ENCSR061BEN	TRUE	metadata	296490	146923088
500k_heart	ENCSR061BEN	TRUE	start	124091532	146923088
500k_heart	ENCSR079TCC	TRUE	cell	19909624	14158135
500k_heart	ENCSR079TCC	TRUE	end	17585160	14158135
500k_heart	ENCSR079TCC	TRUE	end_max	442452	14158135
500k_heart	ENCSR079TCC	TRUE	metadata	55442	14158135
500k_heart	ENCSR079TCC	TRUE	start	17985916	14158135
500k_heart	ENCSR080TZR	TRUE	cell	142312104	85926244
500k_heart	ENCSR080TZR	TRUE	end	108143176	85926244
500k_heart	ENCSR080TZR	TRUE	end_max	2685204	85926244
500k_heart	ENCSR080TZR	TRUE	metadata	143689	85926244
500k_heart	ENCSR080TZR	TRUE	start	82053020	85926244
500k_heart	ENCSR084DVM	TRUE	cell	38856440	25376609
500k_heart	ENCSR084DVM	TRUE	end	32478920	25376609
500k_heart	ENCSR084DVM	TRUE	end_max	793028	25376609
500k_heart	ENCSR084DVM	TRUE	metadata	82615	25376609
500k_heart	ENCSR084DVM	TRUE	start	30547260	25376609
500k_heart	ENCSR088ZOL	TRUE	cell	125963532	76055959
500k_heart	ENCSR088ZOL	TRUE	end	95304492	76055959
500k_heart	ENCSR088ZOL	TRUE	end_max	2376760	76055959
500k_heart	ENCSR088ZOL	TRUE	metadata	163293	76055959
500k_heart	ENCSR088ZOL	TRUE	start	74955252	76055959
500k_heart	ENCSR101LQQ	TRUE	cell	91416500	55195805
500k_heart	ENCSR101LQQ	TRUE	end	66162772	55195805
500k_heart	ENCSR101LQQ	TRUE	end_max	1724880	55195805
500k_heart	ENCSR101LQQ	TRUE	metadata	194439	55195805
500k_heart	ENCSR101LQQ	TRUE	start	54384820	55195805
500k_heart	ENCSR131DKN	TRUE	cell	160451448	90091390
500k_heart	ENCSR131DKN	TRUE	end	114350504	90091390
500k_heart	ENCSR131DKN	TRUE	end_max	2815364	90091390
500k_heart	ENCSR131DKN	TRUE	metadata	272913	90091390
500k_heart	ENCSR131DKN	TRUE	start	84481052	90091390
500k_heart	ENCSR161IHV	TRUE	cell	46752372	30533260
500k_heart	ENCSR161IHV	TRUE	end	38823492	30533260
500k_heart	ENCSR161IHV	TRUE	end_max	954176	30533260
500k_heart	ENCSR161IHV	TRUE	metadata	90967	30533260
500k_heart	ENCSR161IHV	TRUE	start	35462004	30533260
500k_heart	ENCSR169BCG	TRUE	cell	41983464	27418433
500k_heart	ENCSR169BCG	TRUE	end	35115464	27418433
500k_heart	ENCSR169BCG	TRUE	end_max	856836	27418433
500k_heart	ENCSR169BCG	TRUE	metadata	85428	27418433
500k_heart	ENCSR169BCG	TRUE	start	34306140	27418433
500k_heart	ENCSR173UUN	TRUE	cell	44584636	29118897
500k_heart	ENCSR173UUN	TRUE	end	36490092	29118897
500k_heart	ENCSR173UUN	TRUE	end_max	909976	29118897
500k_heart	ENCSR173UUN	TRUE	metadata	82963	29118897
500k_heart	ENCSR173UUN	TRUE	start	34843860	29118897
500k_heart	ENCSR175JHG	TRUE	cell	234834620	131839399
500k_heart	ENCSR175JHG	TRUE	end	163476460	131839399
500k_heart	ENCSR175JHG	TRUE	end_max	4119992	131839399
500k_heart	ENCSR175JHG	TRUE	metadata	331870	131839399
500k_heart	ENCSR175JHG	TRUE	start	107950756	131839399
500k_heart	ENCSR185NXG	TRUE	cell	90894960	54883388
500k_heart	ENCSR185NXG	TRUE	end	68319344	54883388
500k_heart	ENCSR185NXG	TRUE	end_max	1715116	54883388
500k_heart	ENCSR185NXG	TRUE	metadata	150881	54883388
500k_heart	ENCSR185NXG	TRUE	start	53814636	54883388
500k_heart	ENCSR233KYH	TRUE	cell	60330864	39400473
500k_heart	ENCSR233KYH	TRUE	end	49129696	39400473
500k_heart	ENCSR233KYH	TRUE	end_max	1231276	39400473
500k_heart	ENCSR233KYH	TRUE	metadata	106511	39400473
500k_heart	ENCSR233KYH	TRUE	start	41808604	39400473
500k_heart	ENCSR270CUT	TRUE	cell	80148800	48417311
500k_heart	ENCSR270CUT	TRUE	end	58339248	48417311
500k_heart	ENCSR270CUT	TRUE	end_max	1513052	48417311
500k_heart	ENCSR270CUT	TRUE	metadata	134786	48417311
500k_heart	ENCSR270CUT	TRUE	start	49575548	48417311
500k_heart	ENCSR273DAC	TRUE	cell	51409084	33573796
500k_heart	ENCSR273DAC	TRUE	end	40415996	33573796
500k_heart	ENCSR273DAC	TRUE	end_max	1049192	33573796
500k_heart	ENCSR273DAC	TRUE	metadata	109237	33573796
500k_heart	ENCSR273DAC	TRUE	start	37719252	33573796
